component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,absolute_limit_uA,ground_truth,static_pass_168h,drift_0_24_uA_per_h,drift_24_96_uA_per_h,drift_96_168_uA_per_h,overall_drift_uA_per_h,lot_baseline_mean_uA,lot_baseline_std_uA,iddq_24h_zscore,iddq_96h_zscore,iddq_168h_zscore
C040448,LOT-004,IC_A,126.18,3.261,9.658,9.628,9.786,10.519,50.0,Normal,True,-0.0012499999999999734,0.0021944444444444372,0.010180555555555562,0.005125000000000004,10.701696,3.832831406253284,-0.2801312883859852,-0.23890849947274953,-0.04766606736261097
C050375,LOT-005,IC_A,125.34,3.313,10.428,10.503,10.688,11.009,50.0,Normal,True,0.0031249999999999702,0.0025694444444444514,0.00445833333333333,0.0034583333333333306,13.060988,4.494286612596969,-0.5691644126189579,-0.5280010387741597,-0.4565770225353481
C060321,LOT-006,IC_A,127.28,3.304,9.548,9.692,10.007,10.05,50.0,Normal,True,0.006000000000000005,0.0043749999999999935,0.0005972222222222366,0.002988095238095242,11.337624,3.811839389807939,-0.43171388710659064,-0.34907661733015577,-0.33779597415432466
C100122,LOT-010,IC_A,124.73,3.292,11.256,11.634,12.089,12.401,50.0,Normal,True,0.015750000000000004,0.006319444444444445,0.0043333333333333245,0.006815476190476188,12.905142,4.3537982539741815,-0.2919616219790825,-0.18745517187320712,-0.1157936060863213
C060268,LOT-006,IC_A,127.22,3.31,9.612,9.444,9.903,10.07,50.0,Normal,True,-0.006999999999999969,0.006374999999999995,0.0023194444444444417,0.002726190476190477,11.337624,3.811839389807939,-0.4967743407718472,-0.37636003338332774,-0.3325491633748686
C020034,LOT-002,IC_A,125.99,3.264,9.575,9.45,9.871,9.674,50.0,Normal,True,-0.005208333333333333,0.005847222222222238,-0.0027361111111111245,0.0005892857142857155,11.022252,4.154165292215281,-0.37847603294609633,-0.2771319673190169,-0.32455424980959807
C040111,LOT-004,IC_A,126.33,3.258,8.637,8.948,8.765,9.411,50.0,Normal,True,0.01295833333333333,-0.0025416666666666643,0.008972222222222208,0.004607142857142852,10.701696,3.832831406253284,-0.45754582294927865,-0.5052912050449885,-0.3367473972098599
C060228,LOT-006,IC_A,127.3,3.307,9.342,9.427,9.776,9.688,50.0,Normal,True,0.0035416666666666283,0.004847222222222225,-0.001222222222222211,0.00205952380952381,11.337624,3.811839389807939,-0.5012341299343853,-0.4096772818328747,-0.4327632492624817
C100325,LOT-010,IC_A,124.64,3.282,10.261,10.555,10.982,11.713,50.0,Normal,True,0.01225000000000002,0.00593055555555555,0.010152777777777776,0.008642857142857143,12.905142,4.3537982539741815,-0.5397912036587299,-0.44171591971321617,-0.2738165460266341
C100028,LOT-010,IC_A,124.94,3.295,11.339,11.757,12.144,12.314,50.0,Normal,True,0.017416666666666636,0.0053750000000000065,0.0023611111111111103,0.005803571428571426,12.905142,4.3537982539741815,-0.2637104277746372,-0.17482252405821128,-0.1357761580845875
C050424,LOT-005,IC_A,125.37,3.316,11.515,11.736,11.66,12.503,50.0,Normal,True,0.009208333333333337,-0.0010555555555555626,0.011708333333333333,0.005880952380952378,13.060988,4.494286612596969,-0.29481608856146607,-0.31172644754635614,-0.12415496564816841
C060101,LOT-006,IC_A,127.35,3.301,10.754,10.79,10.967,11.201,50.0,Normal,True,0.001499999999999983,0.0024583333333333523,0.00325,0.0026607142857142914,11.337624,3.811839389807939,-0.14366397531444605,-0.09722969991625839,-0.03584201379662097
C090466,LOT-009,IC_A,124.61,3.28,19.69,26.344,41.254,60.682,50.0,Absolute_Failure,False,0.27725,0.20708333333333329,0.26983333333333337,0.24400000000000002,11.39196,3.751426574663322,3.9856944291497687,7.960182454771894,13.139012324777706
C060211,LOT-006,IC_A,127.31,3.304,9.994,10.159,10.207,10.691,50.0,Normal,True,0.006875000000000038,0.0006666666666666673,0.006722222222222222,0.0041488095238095294,11.337624,3.811839389807939,-0.30920085540628844,-0.2966085095355936,-0.16963568867275378
C020050,LOT-002,IC_A,126.27,3.274,8.362,8.53,8.85,9.45,50.0,Normal,True,0.006999999999999969,0.004444444444444449,0.008333333333333328,0.006476190476190471,11.022252,4.154165292215281,-0.599940499399571,-0.522909380633145,-0.37847603294609633
C080049,LOT-008,IC_A,123.37,3.336,10.138,10.656,11.031,11.257,50.0,Normal,True,0.02158333333333336,0.005208333333333333,0.0031388888888888764,0.006660714285714285,11.11735,3.8795692423918693,-0.11891784143426283,-0.02225762568082485,0.0359962643465802
C080155,LOT-008,IC_A,123.09,3.333,8.517,8.639,8.98,9.205,50.0,Normal,True,0.005083333333333329,0.004736111111111126,0.003124999999999995,0.004095238095238099,11.11735,3.8795692423918693,-0.6388209219000882,-0.550924565708295,-0.4929284362562323
C070171,LOT-007,IC_A,125.47,3.29,7.506,7.372,7.849,8.302,50.0,Normal,True,-0.005583333333333347,0.006625000000000004,0.006291666666666658,0.004738095238095234,10.989696,3.957974929515009,-0.9140270124053805,-0.7935108372161533,-0.6790583689546861
C070313,LOT-007,IC_A,125.51,3.282,9.381,9.777,9.79,10.415,50.0,Normal,True,0.01649999999999996,0.00018055555555555416,0.008680555555555556,0.006154761904761898,10.989696,3.957974929515009,-0.30639304735277817,-0.30310853943357496,-0.1451995048564953
C100370,LOT-010,IC_A,124.57,3.292,11.686,11.594,11.779,12.237,50.0,Normal,True,-0.0038333333333333552,0.0025694444444444514,0.006361111111111113,0.0032797619047619055,12.905142,4.3537982539741815,-0.30114900220817065,-0.2586573686486388,-0.15346186502558182
C070302,LOT-007,IC_A,125.37,3.307,10.044,10.214,10.196,10.492,50.0,Normal,True,0.00708333333333333,-0.0002500000000000095,0.004111111111111127,0.002666666666666669,10.989696,3.957974929515009,-0.1959830503764838,-0.20053083057230386,-0.12574511179659864
C100349,LOT-010,IC_A,124.84,3.288,26.915,27.003,27.773,28.268,50.0,High_Stable,True,0.003666666666666707,0.010694444444444439,0.006875000000000014,0.008053571428571438,12.905142,4.3537982539741815,3.238059546542232,3.414916615952175,3.5286104462871384
C090045,LOT-009,IC_A,124.92,3.28,11.951,12.229,12.432,12.79,50.0,Normal,True,0.011583333333333279,0.0028194444444444608,0.004972222222222205,0.004994047619047611,11.39196,3.751426574663322,0.2231257851755026,0.27723853294218914,0.37266889599870934
C090453,LOT-009,IC_A,124.94,3.28,10.157,10.533,11.075,11.544,50.0,Normal,True,0.015666666666666645,0.007527777777777776,0.006513888888888906,0.008255952380952383,11.39196,3.751426574663322,-0.2289688956732649,-0.08449052478881211,0.04052858212042878
C080016,LOT-008,IC_A,123.08,3.337,9.442,9.606,9.784,9.857,50.0,Normal,True,0.006833333333333321,0.0024722222222222337,0.0010138888888888697,0.00247023809523809,11.11735,3.8795692423918693,-0.38956644554388936,-0.3436850631329239,-0.3248685411329217
C080307,LOT-008,IC_A,123.34,3.349,11.273,11.286,11.29,11.348,50.0,Normal,True,0.0005416666666666625,5.555555555554944e-05,0.0008055555555555779,0.00044642857142857776,11.11735,3.8795692423918693,0.043471321031512716,0.04450236333288261,0.05945247670274809
C040208,LOT-004,IC_A,126.5,3.26,9.906,10.55,11.608,30.769,50.0,Sudden_Anomaly,True,0.026833333333333338,0.014694444444444442,0.26612499999999994,0.1241845238095238,10.701696,3.832831406253284,-0.03957805181634303,0.23645809166595766,5.2356344104413495
C040230,LOT-004,IC_A,126.45,3.269,21.363,21.183,21.601,21.439,50.0,High_Stable,True,-0.0074999999999999884,0.005805555555555546,-0.0022499999999999864,0.0004523809523809554,10.701696,3.832831406253284,2.734611280553509,2.8436690385644745,2.8014026347420433
C070315,LOT-007,IC_A,125.35,3.292,8.144,10.826,20.055,34.36,50.0,Latent_Defect,True,0.11175000000000002,0.12818055555555555,0.19868055555555555,0.15604761904761905,10.989696,3.957974929515009,-0.04135852371860737,2.2903894444603816,5.90461142786058
C030071,LOT-003,IC_A,125.45,3.306,11.853,12.097,12.352,12.557,50.0,Normal,True,0.010166666666666657,0.0035416666666666773,0.002847222222222223,0.004190476190476194,11.715506,3.855729485024512,0.09894210718923782,0.16507745226217665,0.21824508261493122
C090012,LOT-009,IC_A,124.94,3.284,8.574,8.605,8.873,9.24,50.0,Normal,True,0.001291666666666691,0.003722222222222207,0.005097222222222235,0.003964285714285716,11.39196,3.751426574663322,-0.7429067168268164,-0.6714672271643936,-0.5736377767684631
C090443,LOT-009,IC_A,124.95,3.285,11.492,12.037,12.7,30.472,50.0,Sudden_Anomaly,True,0.02270833333333333,0.009208333333333311,0.24683333333333335,0.11297619047619048,11.39196,3.751426574663322,0.17194525526809537,0.348678022604612,5.086075822159033
C020343,LOT-002,IC_A,125.59,3.275,9.513,9.781,9.728,10.205,50.0,Normal,True,0.011166666666666695,-0.0007361111111111226,0.006625000000000004,0.00411904761904762,11.022252,4.154165292215281,-0.2987969694720741,-0.31155524851776367,-0.19673073710655986
C030238,LOT-003,IC_A,125.41,3.299,10.48,10.764,10.963,11.388,50.0,Normal,True,0.011833333333333288,0.002763888888888887,0.005902777777777788,0.005404761904761902,11.715506,3.855729485024512,-0.2467771672508688,-0.19516566266453636,-0.0849400875429718
C050349,LOT-005,IC_A,125.35,3.305,11.987,11.995,12.133,12.639,50.0,Normal,True,0.0003333333333332966,0.0019166666666666653,0.007027777777777781,0.0038809523809523764,13.060988,4.494286612596969,-0.23718736517874914,-0.2064817133377647,-0.09389432325415491
C020196,LOT-002,IC_A,125.98,3.27,10.0,10.283,10.175,10.4,50.0,Normal,True,0.011791666666666645,-0.001499999999999983,0.003124999999999995,0.002380952380952383,11.022252,4.154165292215281,-0.17795440190724365,-0.20395240449091212,-0.14978989910826895
C030151,LOT-003,IC_A,125.49,3.31,23.752,31.917,44.248,63.482,50.0,Absolute_Failure,False,0.34020833333333345,0.17126388888888883,0.2671388888888889,0.23648809523809527,11.715506,3.855729485024512,5.239344222270193,8.43744202656198,13.425862525122378
C100268,LOT-010,IC_A,124.9,3.282,14.252,14.648,14.918,14.783,50.0,Normal,True,0.01649999999999996,0.0037499999999999942,-0.0018749999999999971,0.0031607142857142784,12.905142,4.3537982539741815,0.40030747828269386,0.46232229482903736,0.4313148865558656
C100362,LOT-010,IC_A,124.71,3.285,11.989,11.91,12.181,12.315,50.0,Normal,True,-0.0032916666666666927,0.0037638888888888752,0.001861111111111116,0.001940476190476183,12.905142,4.3537982539741815,-0.22856869839837574,-0.16632419734630513,-0.13554647357886046
C100224,LOT-010,IC_A,124.87,3.278,12.393,12.501,13.145,13.573,50.0,Normal,True,0.0044999999999999485,0.008944444444444446,0.005944444444444456,0.0070238095238095224,12.905142,4.3537982539741815,-0.09282515551360153,0.05509166617471437,0.15339663462595554
C010219,LOT-001,IC_A,126.59,3.302,10.352,13.422,18.264,40.968,50.0,Latent_Defect,True,0.12791666666666668,0.06724999999999998,0.3153333333333334,0.18223809523809525,11.623093999999998,4.010721666950165,0.44852426804474005,1.6557882973340015,7.316614922898521
C060028,LOT-006,IC_A,127.3,3.31,9.604,9.761,10.036,10.316,50.0,Normal,True,0.006541666666666668,0.0038194444444444495,0.003888888888888905,0.004238095238095247,11.337624,3.811839389807939,-0.413612389917467,-0.3414687416999443,-0.2680133907875573
C060141,LOT-006,IC_A,127.25,3.303,11.55,11.623,12.318,12.642,50.0,Normal,True,0.0030416666666666092,0.009652777777777781,0.004499999999999998,0.006499999999999993,11.337624,3.811839389807939,0.07486569364990434,0.257192368236007,0.34219070286319725
C010343,LOT-001,IC_A,126.45,3.308,9.844,9.686,10.17,10.013,50.0,Normal,True,-0.006583333333333312,0.006722222222222222,-0.002180555555555556,0.0010059523809523838,11.623093999999998,4.010721666950165,-0.482978915231733,-0.3623023786402413,-0.4014474535263243
C090121,LOT-009,IC_A,125.22,3.276,8.212,8.154,8.381,8.437,50.0,Normal,True,-0.0024166666666666594,0.003152777777777782,0.0007777777777777661,0.0013392857142857121,11.39196,3.751426574663322,-0.8631276490572377,-0.8026173350521254,-0.7876896804957985
C090051,LOT-009,IC_A,124.56,3.281,9.908,9.984,10.005,10.156,50.0,Normal,True,0.003166666666666688,0.0002916666666666777,0.0020972222222222195,0.0014761904761904827,11.39196,3.751426574663322,-0.37531322337725853,-0.3697153529186356,-0.329463998668539
C100368,LOT-010,IC_A,124.61,3.292,11.229,10.977,11.507,11.468,50.0,Normal,True,-0.010499999999999954,0.007361111111111102,-0.0005416666666666625,0.0014226190476190521,12.905142,4.3537982539741815,-0.44286434224185195,-0.32113155420643685,-0.33008924992979755
C070324,LOT-007,IC_A,125.5,3.289,5.994,6.596,6.549,6.358,50.0,Normal,True,0.025083333333333346,-0.0006527777777777737,-0.0026527777777777877,0.002166666666666666,10.989696,3.957974929515009,-1.1100868697362827,-1.121961629136479,-1.1702186301032347
C050006,LOT-005,IC_A,125.27,3.31,11.508,11.637,11.89,11.963,50.0,Normal,True,0.005375000000000056,0.0035138888888888906,0.0010138888888888697,0.002708333333333334,13.060988,4.494286612596969,-0.3168440561865202,-0.2605503611447153,-0.24430751633028178
C040488,LOT-004,IC_A,126.36,3.257,9.96,10.383,10.249,10.592,50.0,Normal,True,0.01762499999999993,-0.0018611111111110912,0.004763888888888889,0.00376190476190476,10.701696,3.832831406253284,-0.08314897427526993,-0.11811007373333032,-0.028620095269786715
C010127,LOT-001,IC_A,126.54,3.303,10.877,11.159,11.372,12.014,50.0,Normal,True,0.011750000000000002,0.002958333333333322,0.00891666666666666,0.006767857142857135,11.623093999999998,4.010721666950165,-0.1157133400266352,-0.06260569065889217,0.0974652525058549
C020406,LOT-002,IC_A,126.06,3.268,7.502,7.601,7.903,8.439,50.0,Normal,True,0.004125000000000008,0.004194444444444439,0.0074444444444444514,0.005577380952380954,11.022252,4.154165292215281,-0.8235714660683513,-0.7508733477325369,-0.6218462237987732
C050031,LOT-005,IC_A,125.24,3.307,11.495,11.63,11.942,12.228,50.0,Normal,True,0.005625000000000065,0.0043333333333333245,0.003972222222222216,0.004363095238095241,13.060988,4.494286612596969,-0.3184015892509179,-0.24898011552347485,-0.18534376460665206
C050300,LOT-005,IC_A,125.26,3.304,11.293,11.334,11.356,11.421,50.0,Normal,True,0.0017083333333333488,0.0003055555555555589,0.0009027777777777709,0.0007619047619047626,13.060988,4.494286612596969,-0.38426298740259496,-0.3793678834859162,-0.36490507645936565
C040408,LOT-004,IC_A,125.99,3.257,10.027,10.111,10.129,10.748,50.0,Normal,True,0.0035000000000000586,0.0002499999999999848,0.00859722222222222,0.004291666666666668,10.701696,3.832831406253284,-0.15411478810058693,-0.1494185210092059,0.01208088618885089
C040338,LOT-004,IC_A,126.13,3.252,9.809,9.926,9.818,10.057,50.0,Normal,True,0.004875000000000036,-0.0015000000000000074,0.003319444444444455,0.0014761904761904827,10.701696,3.832831406253284,-0.20238197765089483,-0.23055958019918277,-0.16820358937473087
C030330,LOT-003,IC_A,125.77,3.308,12.515,12.773,12.707,12.871,50.0,Normal,True,0.010749999999999963,-0.000916666666666652,0.0022777777777777735,0.0021190476190476185,11.715506,3.855729485024512,0.2742656102061261,0.25714822677548343,0.29968233105768705
C080077,LOT-008,IC_A,123.46,3.329,15.119,25.974,43.353,60.841,50.0,Absolute_Failure,False,0.4522916666666667,0.241375,0.24288888888888888,0.2721547619047619,11.11735,3.8795692423918693,3.8294586516621716,8.309079690539502,12.816796632129163
C050261,LOT-005,IC_A,125.38,3.313,10.079,10.277,11.587,33.864,50.0,Sudden_Anomaly,True,0.008249999999999943,0.01819444444444445,0.30940277777777775,0.14157738095238093,13.060988,4.494286612596969,-0.6194504801266573,-0.3279692923607901,4.628768432723347
C050399,LOT-005,IC_A,125.29,3.312,12.845,13.122,13.191,13.807,50.0,Normal,True,0.011541666666666636,0.000958333333333345,0.00855555555555555,0.005726190476190475,13.060988,4.494286612596969,0.013575458189290868,0.028928284109783292,0.16599119377678637
C070087,LOT-007,IC_A,125.31,3.296,8.034,8.243,8.571,9.137,50.0,Normal,True,0.008708333333333318,0.004555555555555547,0.00786111111111112,0.006565476190476189,10.989696,3.957974929515009,-0.6939649818187622,-0.611094320472711,-0.46809189875970747
C040295,LOT-004,IC_A,126.23,3.259,9.736,9.659,9.622,9.551,50.0,Normal,True,-0.0032083333333333317,-0.0005138888888889001,-0.0009861111111111073,-0.0011011904761904791,10.701696,3.832831406253284,-0.2720432728397173,-0.28169671074977903,-0.3002208753880052
C040259,LOT-004,IC_A,126.48,3.268,19.627,20.193,19.994,20.409,50.0,High_Stable,True,0.02358333333333344,-0.002763888888888911,0.005763888888888877,0.004654761904761905,10.701696,3.832831406253284,2.476316590527538,2.4243967487950444,2.532671795624113
C100161,LOT-010,IC_A,124.78,3.287,11.26,11.411,11.472,11.461,50.0,Normal,True,0.006291666666666658,0.0008472222222222214,-0.00015277777777776712,0.0011964285714285744,12.905142,4.3537982539741815,-0.34318126675624794,-0.32917051190688884,-0.3316970414698878
C070455,LOT-007,IC_A,125.17,3.295,9.618,9.787,10.128,10.314,50.0,Normal,True,0.0070416666666666865,0.0047361111111111015,0.0025833333333333324,0.004142857142857141,10.989696,3.957974929515009,-0.3038665027995445,-0.21771133353429004,-0.17071760484415113
C020021,LOT-002,IC_A,125.98,3.264,9.659,9.878,10.002,10.468,50.0,Normal,True,0.009124999999999975,0.00172222222222223,0.0064722222222222126,0.004815476190476186,11.022252,4.154165292215281,-0.2754469115960014,-0.24559735307401118,-0.13342078637040353
C040067,LOT-004,IC_A,126.24,3.26,9.672,9.822,9.987,10.422,50.0,Normal,True,0.0062499999999999405,0.0022916666666666797,0.0060416666666666735,0.004464285714285714,10.701696,3.832831406253284,-0.22951596528998702,-0.18646685028565824,-0.07297372891061006
C090448,LOT-009,IC_A,124.87,3.286,10.159,10.226,10.709,11.43,50.0,Normal,True,0.0027916666666666736,0.006708333333333316,0.01001388888888889,0.007565476190476185,11.39196,3.751426574663322,-0.3108044304731299,-0.18205340992480784,0.010140142487905278
C100264,LOT-010,IC_A,124.74,3.291,10.136,9.976,10.398,9.997,50.0,Normal,True,-0.006666666666666599,0.005861111111111095,-0.005569444444444442,-0.0008273809523809485,12.905142,4.3537982539741815,-0.6727785324747776,-0.5758516710579,-0.6679551578545067
C040417,LOT-004,IC_A,126.21,3.255,10.593,10.617,11.129,11.439,50.0,Normal,True,0.001000000000000038,0.007111111111111092,0.0043055555555555625,0.005035714285714287,10.701696,3.832831406253284,-0.022097502087312596,0.11148520628975508,0.19236536175243313
C040154,LOT-004,IC_A,126.2,3.263,10.424,10.556,10.861,11.723,50.0,Normal,True,0.005499999999999987,0.0042361111111111314,0.011972222222222224,0.0077321428571428645,10.701696,3.832831406253284,-0.038012629452549664,0.04156300737363383,0.2664620203053382
C030371,LOT-003,IC_A,125.57,3.299,20.691,21.425,21.179,21.772,50.0,High_Stable,True,0.030583333333333407,-0.0034166666666666976,0.00823611111111111,0.006434523809523807,11.715506,3.855729485024512,2.518198965386773,2.454397808963467,2.60819490554485
C060307,LOT-006,IC_A,127.24,3.31,11.202,11.725,11.888,12.366,50.0,Normal,True,0.021791666666666654,0.0022638888888888925,0.006638888888888885,0.006928571428571427,11.337624,3.811839389807939,0.10162442862513099,0.144385936477699,0.2697847141067019
C080444,LOT-008,IC_A,123.46,3.328,9.926,10.21,11.925,33.652,50.0,Sudden_Anomaly,True,0.011833333333333362,0.02381944444444444,0.3017638888888889,0.14122619047619048,11.11735,3.8795692423918693,-0.23387905803701833,0.2081803286753713,5.808544349141896
C060188,LOT-006,IC_A,127.41,3.317,11.866,11.967,11.843,12.096,50.0,Normal,True,0.0042083333333333695,-0.00172222222222223,0.0035138888888888906,0.0013690476190476215,11.337624,3.811839389807939,0.1651108390565511,0.1325806122239226,0.19895276858404343
C040443,LOT-004,IC_A,126.21,3.27,8.62,8.636,8.918,9.193,50.0,Normal,True,0.0006666666666666673,0.003916666666666667,0.0038194444444444495,0.003410714285714288,10.701696,3.832831406253284,-0.5389477858665548,-0.46537293476824776,-0.3936244097610334
C070461,LOT-007,IC_A,125.52,3.301,10.06,12.358,20.529,39.295,50.0,Latent_Defect,True,0.09575,0.11348611111111111,0.2606388888888889,0.17401785714285714,10.989696,3.957974929515009,0.3457081018367303,2.410147656283639,7.151461164881201
C020150,LOT-002,IC_A,126.03,3.275,9.54,9.536,10.061,10.263,50.0,Normal,True,-0.0001666666666666483,0.007291666666666672,0.002805555555555555,0.004303571428571433,11.022252,4.154165292215281,-0.3577739197776193,-0.23139474055145157,-0.1827688468301452
C030003,LOT-003,IC_A,125.48,3.296,10.008,10.168,10.901,10.86,50.0,Normal,True,0.006666666666666672,0.010180555555555562,-0.0005694444444444496,0.005071428571428573,11.715506,3.855729485024512,-0.4013523267154626,-0.2112456289175644,-0.22187915498811542
C090040,LOT-009,IC_A,124.65,3.29,10.31,10.699,11.22,11.288,50.0,Normal,True,0.016208333333333307,0.007236111111111122,0.0009444444444444392,0.00582142857142857,11.39196,3.751426574663322,-0.18471906252415193,-0.04583856209832159,-0.027712124422781485
C070221,LOT-007,IC_A,125.34,3.299,7.455,7.51,7.762,7.871,50.0,Normal,True,0.002291666666666655,0.003499999999999997,0.001513888888888901,0.002476190476190478,10.989696,3.957974929515009,-0.8791606975707614,-0.8154917748292829,-0.78795243919904
C060353,LOT-006,IC_A,127.24,3.308,10.054,10.356,10.817,11.355,50.0,Normal,True,0.012583333333333316,0.0064027777777777815,0.007472222222222226,0.00774404761904762,11.337624,3.811839389807939,-0.25751976922864517,-0.13658078076217992,0.00455842920519167
C090073,LOT-009,IC_A,124.86,3.278,11.268,12.203,12.914,41.905,50.0,Sudden_Anomaly,True,0.03895833333333328,0.009875000000000004,0.40265277777777775,0.18236309523809524,11.39196,3.751426574663322,0.21619508841720786,0.4057229882305769,8.133716438989198
C070405,LOT-007,IC_A,125.26,3.289,22.865,29.529,40.094,55.138,50.0,Absolute_Failure,False,0.27766666666666673,0.14673611111111112,0.2089444444444444,0.19210119047619045,10.989696,3.957974929515009,4.684037754193587,7.35333207468454,11.154265700568677
C090295,LOT-009,IC_A,124.86,3.274,9.854,10.053,10.375,10.783,50.0,Normal,True,0.008291666666666734,0.004472222222222211,0.005666666666666659,0.005529761904761906,11.39196,3.751426574663322,-0.3569202204417837,-0.2710862067429023,-0.1623275806896612
C070153,LOT-007,IC_A,125.4,3.285,8.175,8.423,8.275,8.828,50.0,Normal,True,0.010333333333333306,-0.0020555555555555514,0.007680555555555542,0.003886904761904754,10.989696,3.957974929515009,-0.6484871798605634,-0.6858800392484158,-0.546162125454616
C080359,LOT-008,IC_A,123.1,3.345,10.991,11.238,11.465,11.926,50.0,Normal,True,0.010291666666666663,0.003152777777777782,0.0064027777777777815,0.005565476190476194,11.11735,3.8795692423918693,0.031098813415072646,0.08961046401782051,0.20843808925071367
C060004,LOT-006,IC_A,126.97,3.301,10.173,10.09,10.287,10.257,50.0,Normal,True,-0.003458333333333341,0.0027361111111111245,-0.00041666666666668247,0.0004999999999999978,11.337624,3.811839389807939,-0.3273023525954125,-0.2756212664177688,-0.2834914825869534
C090277,LOT-009,IC_A,124.68,3.288,11.574,11.437,12.179,12.606,50.0,Normal,True,-0.005708333333333353,0.010305555555555568,0.00593055555555555,0.006142857142857143,11.39196,3.751426574663322,0.012006099307446096,0.20979752217878214,0.32362088817077717
C030024,LOT-003,IC_A,125.45,3.31,8.71,8.841,9.329,10.229,50.0,Normal,True,0.005458333333333269,0.006777777777777796,0.01249999999999998,0.009041666666666656,11.715506,3.855729485024512,-0.7455154753891471,-0.6189505797201504,-0.3855317147568381
C040179,LOT-004,IC_A,126.07,3.269,8.467,8.67,8.957,9.053,50.0,Normal,True,0.008458333333333309,0.0039861111111111226,0.0013333333333333346,0.00348809523809524,10.701696,3.832831406253284,-0.5300770591383899,-0.4551976894035879,-0.4301509315828876
C020304,LOT-002,IC_A,126.02,3.268,9.789,9.805,10.186,10.683,50.0,Normal,True,0.0006666666666666673,0.00529166666666667,0.006902777777777776,0.0053214285714285724,11.022252,4.154165292215281,-0.29301963556459243,-0.20130445978331643,-0.0816655034492111
C020407,LOT-002,IC_A,125.75,3.265,10.626,10.985,11.198,11.368,50.0,Normal,True,0.014958333333333332,0.0029583333333333467,0.0023611111111111103,0.004416666666666672,11.022252,4.154165292215281,-0.008967385113396686,0.04230645331550584,0.08322923516016963
C050237,LOT-005,IC_A,125.19,3.305,11.206,11.423,12.149,12.455,50.0,Normal,True,0.00904166666666669,0.010083333333333321,0.004250000000000013,0.007434523809523813,13.060988,4.494286612596969,-0.36446006701239475,-0.20292163776199837,-0.13483519237546737
C040138,LOT-004,IC_A,126.08,3.26,8.508,8.92,9.413,9.904,50.0,Normal,True,0.0171666666666667,0.006847222222222227,0.00681944444444444,0.008309523809523814,10.701696,3.832831406253284,-0.46485112731364964,-0.3362255897552618,-0.20812185965147204
C080312,LOT-008,IC_A,123.18,3.337,8.796,9.142,9.454,10.125,50.0,Normal,True,0.01441666666666667,0.00433333333333335,0.009319444444444436,0.00791071428571429,11.11735,3.8795692423918693,-0.5091673525028101,-0.42874605299594937,-0.25578870694113115
C040261,LOT-004,IC_A,126.18,3.264,9.375,9.395,10.108,9.887,50.0,Normal,True,0.0008333333333333156,0.009902777777777792,-0.003069444444444446,0.0030476190476190503,10.701696,3.832831406253284,-0.3409218568466433,-0.15489749928248384,-0.21255722301555424
C040103,LOT-004,IC_A,126.27,3.264,10.069,10.262,10.262,10.722,50.0,Normal,True,0.00804166666666665,0.0,0.006388888888888876,0.003886904761904754,10.701696,3.832831406253284,-0.11471832527844386,-0.11471832527844386,0.0052973892790779565
C090473,LOT-009,IC_A,124.9,3.277,22.53,22.803,23.136,23.035,50.0,High_Stable,True,0.011374999999999988,0.004624999999999978,-0.0014027777777777652,0.0030059523809523752,11.39196,3.751426574663322,3.0417868437220057,3.130553075280165,3.1036299840267896
C010391,LOT-001,IC_A,126.61,3.306,10.646,10.463,10.748,11.366,50.0,Normal,True,-0.007625000000000067,0.003958333333333335,0.008583333333333339,0.004285714285714279,11.623093999999998,4.010721666950165,-0.28924819429869797,-0.21818866345453447,-0.06410168078192725
C040131,LOT-004,IC_A,126.02,3.26,9.111,12.028,21.888,32.643,50.0,Latent_Defect,True,0.12154166666666666,0.13694444444444445,0.14937499999999998,0.14007142857142857,10.701696,3.832831406253284,0.34603765713152124,2.918548408299277,5.724567995399603
C070040,LOT-007,IC_A,125.9,3.291,8.91,8.884,9.148,9.302,50.0,Normal,True,-0.001083333333333325,0.0036666666666666575,0.0021388888888888877,0.00233333333333333,10.989696,3.957974929515009,-0.5320134759565094,-0.465312699751151,-0.42640391363135866
C050286,LOT-005,IC_A,125.07,3.322,11.058,11.214,11.433,12.108,50.0,Normal,True,0.006500000000000024,0.0030416666666666587,0.00937500000000001,0.006250000000000004,13.060988,4.494286612596969,-0.41096355422084213,-0.36223501977754086,-0.21204433142489923
C020278,LOT-002,IC_A,126.23,3.267,21.817,22.35,22.258,23.381,50.0,High_Stable,True,0.022208333333333385,-0.0012777777777778097,0.015597222222222238,0.00930952380952381,11.022252,4.154165292215281,2.7268409423254516,2.7046944956801036,2.9750255781010297
C030277,LOT-003,IC_A,125.4,3.307,10.533,13.694,23.69,35.508,50.0,Latent_Defect,True,0.1317083333333334,0.13883333333333334,0.16413888888888892,0.14866071428571428,11.715506,3.855729485024512,0.5131309153519165,3.1056364422111105,6.170685493473812
C080418,LOT-008,IC_A,123.13,3.341,8.964,9.031,9.252,9.645,50.0,Normal,True,0.0027916666666666736,0.003069444444444446,0.0054583333333333185,0.004053571428571424,11.11735,3.8795692423918693,-0.5377787763658274,-0.48081368921513457,-0.37951378310553185
