component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,absolute_limit_uA,drift_0_24_uA_per_h,zscore_0h,robust_zscore_0h,z_anomaly_0h,robust_z_anomaly_0h,iqr_anomaly_0h,zscore_24h,robust_zscore_24h,z_anomaly_24h,robust_z_anomaly_24h,iqr_anomaly_24h,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,predicted_drift_uA,predicted_drift_rate,safety_slope,drift_slope_excess,early_drift_flag,predicted_limit_exceeded,uncertainty_adjusted_failure,limit_margin_uA,upper_bound_limit_margin_uA,future_drift_risk,module_b_status,module_b_explanation,anomaly_evidence_count,anomaly_score,current_anomaly_level,early_drift_direction,future_drift_abnormal,future_failure_predicted,current_anomaly_contribution,future_drift_contribution,future_failure_contribution,risk_score,drift_severity,final_risk_level,final_decision,risk_explanation,risk_priority
C010340,LOT-001,IC_A,126.38,3.306,26.75,41.195,50.0,0.601875,3.771616994679869,17.090124127230414,True,True,True,5.18279606676929,27.44060126582273,True,True,True,71.94511225779087,68.2896151744452,75.60060934113653,45.19511225779087,0.2690185253439933,0.0078669642857142,0.261151561058279,True,True,True,-21.945112257790868,-25.600609341136533,HIGH,PREDICTED_FAILURE,Point prediction exceeds absolute specification limit; Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary,6,1.0,HIGH,INCREASING,True,True,30.0,30,40,100.0,CRITICAL,CRITICAL,IMMEDIATE_REVIEW,Current anomaly evidence: HIGH; Predicted future drift exceeds dynamic safety boundary; Point prediction exceeds absolute specification limit; Prediction uncertainty interval reaches or exceeds absolute limit; Iddq increased between 0h and 24h,1
C040038,LOT-004,IC_A,126.21,3.267,9.647,9.9,50.0,0.0105416666666666,-0.2751741175673048,0.1186128608923886,False,False,False,-0.2873392396441901,0.1123330855018587,False,False,False,10.4747761448144,6.819279061468741,14.13027322816006,0.8277761448144005,0.0049272389572285,0.0078669642857142,-0.0029397253284857,False,False,False,39.5252238551856,35.869726771839936,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C060270,LOT-006,IC_A,127.22,3.319,10.429,10.671,50.0,0.0100833333333332,-0.2383689098836298,0.2709665880503136,False,False,False,-0.2637622982185402,0.2277219842969302,False,False,False,11.256337589443037,7.600840506097375,14.911834672788697,0.8273375894430348,0.0049246285085894,0.0078669642857142,-0.0029423357771247,False,False,False,38.743662410556965,35.08816532721131,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C100342,LOT-010,IC_A,124.77,3.287,10.767,10.905,50.0,0.0057499999999999,-0.4910980884445642,-0.7718700070077099,False,False,False,-0.485428603927219,-0.6961932698034553,False,False,False,11.59411171836301,7.93861463501735,15.24960880170867,0.8271117183630103,0.004923284037875,0.0078669642857142,-0.0029436802478392,False,False,False,38.40588828163699,34.75039119829133,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C090188,LOT-009,IC_A,124.54,3.292,10.522,10.66,50.0,0.0057499999999999,-0.2319011135325433,0.1479770408163266,False,False,False,-0.2837638990458037,0.0355524630541869,False,False,False,11.348834650201027,7.693337566855368,15.004331733546689,0.8268346502010271,0.0049216348226251,0.0078669642857142,-0.0029453294630891,False,False,False,38.65116534979897,34.995668266453315,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C030438,LOT-003,IC_A,125.56,3.31,10.372,10.294,50.0,-0.0032499999999999,-0.348444050657112,-0.1983273231622743,False,False,False,-0.4147912650385927,-0.3922538690476178,False,False,False,11.19873397200936,7.543236888663701,14.85423105535502,0.8267339720093609,0.0049210355476747,0.0078669642857142,-0.0029459287380395,False,False,False,38.80126602799064,35.14576894464498,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C010462,LOT-001,IC_A,126.49,3.3,10.436,10.672,50.0,0.0098333333333333,-0.2959801498523556,0.016744763382467,False,False,False,-0.2954429769419687,0.0085379746835435,False,False,False,11.262423155172256,7.606926071826598,14.917920238517915,0.8264231551722574,0.0049191854474539,0.0078669642857142,-0.0029477788382603,False,False,False,38.73757684482774,35.082079761482085,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C050169,LOT-005,IC_A,125.06,3.316,13.132,13.157,50.0,0.0010416666666666,0.0158005054241447,1.432265862068963,False,False,False,-0.1162292645231621,1.1348462500000005,False,False,False,13.958391099109216,10.302894015763558,17.61388818245488,0.8263910991092178,0.0049189946375548,0.0078669642857142,-0.0029479696481594,False,False,False,36.04160890089078,32.38611181754512,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C050274,LOT-005,IC_A,125.46,3.313,12.252,12.468,50.0,0.0089999999999999,-0.1800036512430024,0.6135624137931025,False,False,False,-0.236708708081339,0.5539331250000001,False,False,False,13.078230583407583,9.422733500061923,16.733727666753246,0.8262305834075843,0.0049180391869499,0.0078669642857142,-0.0029489250987643,False,False,False,36.92176941659241,33.266272333246754,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070482,LOT-007,IC_A,125.71,3.281,9.621,9.865,50.0,0.0101666666666666,-0.3458071423832171,-0.278854571984435,False,False,False,-0.3355712323354109,-0.2580361524978092,False,False,False,10.44687521640863,6.79137813306297,14.10237229975429,0.8258752164086296,0.0049159239071942,0.0078669642857142,-0.00295104037852,False,False,False,39.55312478359137,35.89762770024571,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070076,LOT-007,IC_A,125.79,3.294,12.462,12.354,50.0,-0.0045,0.3719841651903562,1.5852062256809332,False,False,False,0.1380129806789838,1.2133315074496047,False,False,False,13.28784622374615,9.63234914040049,16.943343307091812,0.8258462237461508,0.0049157513318223,0.0078669642857142,-0.0029512129538919,False,False,False,36.71215377625385,33.05665669290819,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C100258,LOT-010,IC_A,124.97,3.287,12.974,13.025,50.0,0.002125,0.0158156156953635,1.314495094604064,False,False,False,-0.1135446049138525,1.0071301369863028,False,False,False,13.799521242275093,10.144024158929431,17.455018325620753,0.8255212422750908,0.0049138169183041,0.0078669642857142,-0.0029531473674101,False,False,False,36.20047875772491,32.544981674379244,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C100369,LOT-010,IC_A,124.68,3.284,11.203,11.371,50.0,0.007,-0.3909556439475056,-0.359701822004206,False,False,False,-0.4036842909365449,-0.3217835020845738,False,False,False,12.028281821592932,8.372784738247272,15.683778904938592,0.8252818215929327,0.004912391795196,0.0078669642857142,-0.0029545724905182,False,False,False,37.971718178407066,34.31622109506141,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C010103,LOT-001,IC_A,126.42,3.311,10.502,10.752,50.0,0.0104166666666666,-0.2795242584989701,0.0858169123351443,False,False,False,-0.2810846529404976,0.0804367088607586,False,False,False,11.32716021155987,7.67166312821421,14.982657294905527,0.8251602115598686,0.0049116679259515,0.0078669642857142,-0.0029552963597626,False,False,False,38.67283978844013,35.01734270509447,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070212,LOT-007,IC_A,125.45,3.295,9.226,9.434,50.0,0.0086666666666666,-0.4456056522359313,-0.5380252918287926,False,False,False,-0.4175779803503585,-0.5128209903593348,False,False,False,10.050863927667471,6.395366844321812,13.706361011013133,0.8248639276674705,0.0049099043313539,0.0078669642857142,-0.0029570599543602,False,False,False,39.94913607233253,36.29363898898687,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C050082,LOT-005,IC_A,125.31,3.314,12.107,12.114,50.0,0.0002916666666667,-0.212266836148385,0.4786624137931013,False,False,False,-0.2986096123187767,0.2554668750000007,False,False,False,12.931656282680429,9.276159199334767,16.58715336602609,0.8246562826804293,0.0049086683492882,0.0078669642857142,-0.002958295936426,False,False,False,37.06834371731957,33.41284663397391,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C060048,LOT-006,IC_A,127.48,3.313,10.294,10.267,50.0,-0.001125,-0.273784882644959,0.1277944182389933,False,False,False,-0.346493266037838,-0.1612830121341903,False,False,False,11.11839792476732,7.462900841421659,14.773895008112978,0.8243979247673181,0.0049071305045673,0.0078669642857142,-0.0029598337811469,False,False,False,38.88160207523268,35.22610499188702,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C040150,LOT-004,IC_A,126.16,3.27,9.33,9.537,50.0,0.008625,-0.3578805991210755,-0.2555192475940505,False,False,False,-0.3572238267792643,-0.2517464684014863,False,False,False,10.1543276344169,6.49883055107124,13.80982471776256,0.8243276344168997,0.0049067121096244,0.0078669642857142,-0.0029602521760898,False,False,False,39.8456723655831,36.19017528223744,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070246,LOT-007,IC_A,125.42,3.29,10.453,10.672,50.0,0.009125,-0.1355986355542088,0.267044260700389,False,False,False,-0.1820226345440823,0.2190203768624013,False,False,False,11.277264633736989,7.621767550391329,14.932761717082649,0.8242646337369894,0.0049063371055773,0.0078669642857142,-0.0029606271801369,False,False,False,38.72273536626301,35.06723828291735,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C030127,LOT-003,IC_A,125.64,3.307,10.349,10.581,50.0,0.0096666666666666,-0.3544091994283965,-0.2198439667128982,False,False,False,-0.3600622169145475,-0.1617997023809518,False,False,False,11.173203563090455,7.5177064797447954,14.828700646436117,0.824203563090455,0.0049059735898241,0.0078669642857142,-0.0029609906958901,False,False,False,38.82679643690955,35.17129935356388,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C090184,LOT-009,IC_A,125.01,3.289,9.224,9.481,50.0,0.0107083333333333,-0.577902820927414,-0.8446544784580492,False,False,False,-0.5056441089998454,-0.7479307881773405,False,False,False,10.04783318454628,6.39233610120062,13.70333026789194,0.8238331845462792,0.0049037689556326,0.0078669642857142,-0.0029631953300816,False,False,False,39.95216681545372,36.29666973210806,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C060180,LOT-006,IC_A,127.34,3.301,10.636,10.948,50.0,0.013,-0.1840644183162585,0.4904972484276707,False,False,False,-0.207038342560259,0.4944407566024274,False,False,False,11.459624308260748,7.804127224915089,15.115121391606408,0.8236243082607491,0.0049025256444092,0.0078669642857142,-0.002964438641305,False,False,False,38.54037569173925,34.88487860839359,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C090339,LOT-009,IC_A,125.07,3.279,9.286,9.442,50.0,0.0065,-0.5613757748114804,-0.7972406462585032,False,False,False,-0.5129836579296227,-0.7738475369458132,False,False,False,10.109621460838396,6.454124377492736,13.765118544184055,0.823621460838396,0.0049025086954666,0.0078669642857142,-0.0029644555902476,False,False,False,39.8903785391616,36.234881455815945,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C050012,LOT-005,IC_A,125.07,3.314,12.003,12.061,50.0,0.0024166666666666,-0.2354073273908659,0.3819065517241367,False,False,False,-0.307877261823252,0.21078125,False,False,False,12.826350548454792,9.170853465109133,16.481847631800452,0.8233505484547923,0.0049008961217547,0.0078669642857142,-0.0029660681639595,False,False,False,37.17364945154521,33.51815236819955,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070125,LOT-007,IC_A,125.42,3.299,10.501,10.735,50.0,0.00975,-0.1234712216986891,0.2985384241245135,False,False,False,-0.1700355692889973,0.2562627081507442,False,False,False,11.32426704577245,7.66876996242679,14.97976412911811,0.8232670457724502,0.0049003990819788,0.0078669642857142,-0.0029665652037354,False,False,False,38.67573295422755,35.02023587088189,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070063,LOT-007,IC_A,125.16,3.296,9.654,9.981,50.0,0.0136249999999999,-0.3374695453575474,-0.2572023346303497,False,False,False,-0.3134998105958891,-0.1894629710780022,False,False,False,10.47695686263157,6.8214597792859095,14.132453945977227,0.8229568626315693,0.0048985527537593,0.0078669642857142,-0.0029684115319549,False,False,False,39.52304313736843,35.86754605402277,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C010070,LOT-001,IC_A,126.54,3.312,8.615,8.859,50.0,0.0101666666666666,-0.7500131521934846,-1.8890186190845617,False,False,False,-0.6208384946253064,-1.6208670886075929,False,False,False,9.437939113417976,5.782442030072318,13.093436196763635,0.8229391134179771,0.0048984471036784,0.0078669642857142,-0.0029685171820358,False,False,False,40.56206088658202,36.90656380323637,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C010224,LOT-001,IC_A,126.32,3.305,11.823,11.935,50.0,0.0046666666666666,0.049842900255907,1.4683064391000784,False,False,False,-0.0687609367687445,1.143639240506326,False,False,False,12.645746852472293,8.990249769126631,16.30124393581795,0.8227468524722905,0.0048973026932874,0.0078669642857142,-0.0029696615924268,False,False,False,37.35425314752771,33.69875606418205,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070081,LOT-007,IC_A,125.19,3.296,10.706,10.885,50.0,0.0074583333333333,-0.0716770583574069,0.4330447470817119,False,False,False,-0.1414949377292708,0.3449349255039433,False,False,False,11.528706038285488,7.873208954939828,15.184203121631148,0.8227060382854887,0.0048970597516993,0.0078669642857142,-0.0029699045340149,False,False,False,38.47129396171451,34.81579687836885,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C020350,LOT-002,IC_A,126.18,3.268,10.226,10.307,50.0,0.0033749999999999,-0.1916755699375129,0.4703270270270278,False,False,False,-0.2430965839036927,0.3840417386298218,False,False,False,11.048670018275333,7.393172934929671,14.70416710162099,0.8226700182753302,0.0048968453468769,0.0078669642857142,-0.0029701189388373,False,False,False,38.95132998172467,35.29583289837901,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070346,LOT-007,IC_A,125.51,3.297,11.598,11.799,50.0,0.0083749999999999,0.1536907157910015,1.018311284046693,False,False,False,0.0324126439079958,0.8852443032427687,False,False,False,12.42035533405884,8.76485825071318,16.0758524174045,0.8223553340588392,0.0048949722265407,0.0078669642857142,-0.0029719920591735,False,False,False,37.57964466594116,33.924147582595495,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C100284,LOT-010,IC_A,125.02,3.285,11.51,11.701,50.0,0.0079583333333333,-0.3204425006892555,-0.0694824807288026,False,False,False,-0.3457966873165398,-0.0566435378201303,False,False,False,12.332339493949062,8.676842410603403,15.987836577294722,0.8223394939490625,0.0048948779401729,0.0078669642857142,-0.0029720863455412,False,False,False,37.667660506050936,34.01216342270528,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C050093,LOT-005,IC_A,125.16,3.309,10.581,10.935,50.0,0.01475,-0.5518090441870975,-0.9410437931034492,False,False,False,-0.5047710984654975,-0.7385774999999998,False,False,False,11.403203614018414,7.747706530672755,15.058700697364074,0.8222036140184148,0.0048940691310619,0.0078669642857142,-0.0029728951546522,False,False,False,38.596796385981584,34.941299302635926,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C100062,LOT-010,IC_A,124.86,3.299,9.671,9.982,50.0,0.0129583333333333,-0.7428323067215741,-1.8079625087596372,False,False,False,-0.6473384770825668,-1.4377817153067316,False,False,False,10.493194140891822,6.837697057546162,14.14869122423748,0.8221941408918223,0.0048940127434037,0.0078669642857142,-0.0029729515423105,False,False,False,39.50680585910818,35.85130877576252,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C040104,LOT-004,IC_A,126.19,3.268,9.127,9.317,50.0,0.0079166666666666,-0.4108440557627644,-0.4951054243219586,False,False,False,-0.3995781220126427,-0.4724007434944237,False,False,False,9.949105318658695,6.293608235313037,13.604602402004357,0.8221053186586964,0.004893484039635,0.0078669642857142,-0.0029734802460791,False,False,False,40.050894681341305,36.39539759799564,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C090136,LOT-009,IC_A,124.72,3.282,9.548,9.674,50.0,0.0052499999999999,-0.4915356767086635,-0.5968789682539678,False,False,False,-0.469322751475562,-0.619676108374385,False,False,False,10.369533205746022,6.714036122400362,14.02503028909168,0.8215332057460216,0.004890078605631,0.0078669642857142,-0.0029768856800832,False,False,False,39.63046679425398,35.97496971090832,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070437,LOT-007,IC_A,125.48,3.296,9.252,9.506,50.0,0.0105833333333333,-0.4390366363975249,-0.5209659533073919,False,False,False,-0.4038784772016896,-0.4702583260297987,False,False,False,10.073275372048622,6.417778288702962,13.728772455394282,0.8212753720486212,0.0048885438812417,0.0078669642857142,-0.0029784204044724,False,False,False,39.92672462795138,36.27122754460572,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C100339,LOT-010,IC_A,125.04,3.292,11.596,11.831,50.0,0.0097916666666666,-0.3006896331967163,0.0118167484232649,False,False,False,-0.3229924798298713,0.0478055390113162,False,False,False,12.417261504986271,8.761764421640613,16.072758588331933,0.821261504986273,0.004888461339204,0.0078669642857142,-0.0029785029465102,False,False,False,37.58273849501373,33.927241411668064,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C020493,LOT-002,IC_A,126.2,3.268,9.219,9.491,50.0,0.0113333333333333,-0.4340828718056099,-0.3455546546546554,False,False,False,-0.3975224443377561,-0.2496853770869317,False,False,False,10.040092872996874,6.384595789651215,13.695589956342534,0.821092872996875,0.0048874575773623,0.0078669642857142,-0.0029795067083519,False,False,False,39.95990712700313,36.30441004365747,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070406,LOT-007,IC_A,125.4,3.296,9.552,9.834,50.0,0.01175,-0.3632402998005269,-0.3241274319066145,False,False,False,-0.3414696295244211,-0.2763617440841374,False,False,False,10.372920612070027,6.717423528724368,14.028417695415689,0.8209206120700276,0.0048864322147025,0.0078669642857142,-0.0029805320710117,False,False,False,39.627079387929975,35.97158230458432,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C060321,LOT-006,IC_A,127.28,3.304,9.548,9.692,50.0,0.006,-0.4694909247186749,-0.6633643867924525,False,False,False,-0.4642415494440166,-0.7149411134903639,False,False,False,10.368676629417957,6.713179546072297,14.024173712763616,0.8206766294179566,0.0048849799370116,0.0078669642857142,-0.0029819843487026,False,False,False,39.631323370582045,35.97582628723639,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C060109,LOT-006,IC_A,127.56,3.299,11.11,11.326,50.0,0.009,-0.0597150028431468,0.9931906446540852,False,False,False,-0.1296316449471536,0.8584107780157038,False,False,False,11.930599254340372,8.275102170994712,15.586096337686032,0.8205992543403724,0.0048845193710736,0.0078669642857142,-0.0029824449146406,False,False,False,38.06940074565963,34.41390366231397,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C050430,LOT-005,IC_A,125.29,3.305,12.218,12.359,50.0,0.005875,-0.187568811841506,0.5819306896551708,False,False,False,-0.2557685910245049,0.4620325000000001,False,False,False,13.038493590839014,9.382996507493354,16.693990674184676,0.8204935908390141,0.0048838904216607,0.0078669642857142,-0.0029830738640534,False,False,False,36.96150640916099,33.306009325815324,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C090272,LOT-009,IC_A,124.77,3.28,12.537,12.597,50.0,0.0024999999999999,0.3052278852353029,1.6889265873015868,False,False,False,0.0807670311331432,1.3227509852216748,False,False,False,13.357474148585563,9.701977065239904,17.012971231931225,0.8204741485855642,0.0048837746939616,0.0078669642857142,-0.0029831895917525,False,False,False,36.64252585141443,32.987028768068775,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070058,LOT-007,IC_A,125.51,3.292,8.769,8.861,50.0,0.0038333333333333,-0.5610687383186922,-0.837875972762645,False,False,False,-0.5266031929085135,-0.851548860648554,False,False,False,9.58946458749844,5.933967504152779,13.244961670844098,0.8204645874984386,0.0048837177827288,0.0078669642857142,-0.0029832465029854,False,False,False,40.41053541250156,36.7550383291559,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C040315,LOT-004,IC_A,126.17,3.251,9.248,9.439,50.0,0.0079583333333333,-0.3792747047595904,-0.3522979002624677,False,False,False,-0.3760907401104965,-0.3500379182156134,False,False,False,10.068429730965017,6.412932647619357,13.723926814310676,0.8204297309650173,0.0048835103033631,0.0078669642857142,-0.002983453982351,False,False,False,39.931570269034985,36.27607318568933,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C010018,LOT-001,IC_A,126.28,3.312,8.744,8.88,50.0,0.0056666666666667,-0.7178493645482318,-1.7540139643134218,False,False,False,-0.6170694345749201,-1.6019936708860734,False,False,False,9.564348377722194,5.908851294376534,13.219845461067854,0.820348377722194,0.0048830260578702,0.0078669642857142,-0.002983938227844,False,False,False,40.4356516222778,36.78015453893215,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C090240,LOT-009,IC_A,124.75,3.285,11.18,11.386,50.0,0.0085833333333333,-0.0565011724956984,0.6511754535147386,False,False,False,-0.147135372814562,0.5180027093596052,False,False,False,12.00034798054702,8.344850897201361,15.65584506389268,0.8203479805470213,0.0048830236937322,0.0078669642857142,-0.002983940591982,False,False,False,37.99965201945298,34.34415493610732,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C050160,LOT-005,IC_A,125.34,3.308,11.959,12.155,50.0,0.0081666666666666,-0.2451975352242234,0.3409713793103431,False,False,False,-0.2914402985511641,0.2900349999999995,False,False,False,12.779285079627591,9.123787996281932,16.434782162973253,0.8202850796275918,0.0048826492834975,0.0078669642857142,-0.0029843150022167,False,False,False,37.22071492037241,33.56521783702675,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
