component_id,iddq_168h_uA,ground_truth,absolute_limit_uA,predicted_168h_uA,final_risk_level,final_decision,prediction_error_uA,absolute_prediction_error_uA,actual_future_failure,predicted_future_failure,actual_abnormal,predicted_abnormal,component_type
C100383,11.559,Normal,50.0,11.925940291732324,LOW,NORMAL,0.366940291732325,0.366940291732325,False,False,False,False,IC_A
C020277,20.012,High_Stable,50.0,19.70203644766343,WATCH,MONITOR,-0.30996355233656914,0.30996355233656914,False,False,True,True,IC_A
C010233,11.004,Normal,50.0,12.758982437591351,MEDIUM,ENHANCED_MONITORING,1.7549824375913516,1.7549824375913516,False,False,False,True,IC_A
C060280,11.894,Normal,50.0,11.962380359376574,LOW,NORMAL,0.06838035937657416,0.06838035937657416,False,False,False,False,IC_A
C040153,10.219,Normal,50.0,14.261683160287951,MEDIUM,ENHANCED_MONITORING,4.042683160287952,4.042683160287952,False,False,False,True,IC_A
C070003,7.031,Normal,50.0,6.812946789953092,LOW,NORMAL,-0.21805321004690725,0.21805321004690725,False,False,False,False,IC_A
C070037,10.946,Normal,50.0,11.20198813509896,LOW,NORMAL,0.2559881350989599,0.2559881350989599,False,False,False,False,IC_A
C100247,30.411,Latent_Defect,50.0,40.7264359623633,MEDIUM,ENHANCED_MONITORING,10.315435962363296,10.315435962363296,False,False,True,True,IC_A
C030416,12.144,Normal,50.0,11.884134782742873,LOW,NORMAL,-0.2598652172571274,0.2598652172571274,False,False,False,False,IC_A
C050034,12.658,Normal,50.0,13.227313026454372,MEDIUM,ENHANCED_MONITORING,0.5693130264543722,0.5693130264543722,False,False,False,True,IC_A
C080325,10.134,Normal,50.0,10.564194692867114,LOW,NORMAL,0.4301946928671132,0.4301946928671132,False,False,False,False,IC_A
C040323,11.073,Normal,50.0,11.86734408235724,MEDIUM,ENHANCED_MONITORING,0.7943440823572399,0.7943440823572399,False,False,False,True,IC_A
C080368,9.373,Normal,50.0,9.33470959065657,LOW,NORMAL,-0.0382904093434302,0.0382904093434302,False,False,False,False,IC_A
C090498,9.632,Normal,50.0,9.377745449315391,LOW,NORMAL,-0.25425455068460856,0.25425455068460856,False,False,False,False,IC_A
C010118,11.814,Normal,50.0,11.279789405924598,LOW,NORMAL,-0.5342105940754021,0.5342105940754021,False,False,False,False,IC_A
C090452,66.063,Absolute_Failure,50.0,63.406424118631406,CRITICAL,IMMEDIATE_REVIEW,-2.656575881368596,2.656575881368596,True,True,True,True,IC_A
C010123,10.253,Normal,50.0,10.08299355070615,LOW,NORMAL,-0.1700064492938509,0.1700064492938509,False,False,False,False,IC_A
C080032,10.232,Normal,50.0,11.542105157455463,MEDIUM,ENHANCED_MONITORING,1.3101051574554639,1.3101051574554639,False,False,False,True,IC_A
C080177,10.314,Normal,50.0,10.043122095866831,LOW,NORMAL,-0.2708779041331688,0.2708779041331688,False,False,False,False,IC_A
C050093,10.867,Normal,50.0,11.403203614018414,LOW,NORMAL,0.5362036140184134,0.5362036140184134,False,False,False,False,IC_A
C030156,66.034,Absolute_Failure,50.0,67.77183934983763,CRITICAL,IMMEDIATE_REVIEW,1.7378393498376283,1.7378393498376283,True,True,True,True,IC_A
C060464,9.072,Normal,50.0,9.259262207111645,LOW,NORMAL,0.18726220711164565,0.18726220711164565,False,False,False,False,IC_A
C100087,12.583,Normal,50.0,12.301722263057734,LOW,NORMAL,-0.28127773694226654,0.28127773694226654,False,False,False,False,IC_A
C020376,10.566,Normal,50.0,10.551135212494566,LOW,NORMAL,-0.014864787505434407,0.014864787505434407,False,False,False,False,IC_A
C050129,11.893,Normal,50.0,12.105347485213322,LOW,NORMAL,0.21234748521332136,0.21234748521332136,False,False,False,False,IC_A
C060123,11.003,Normal,50.0,10.71366494522974,LOW,NORMAL,-0.28933505477026067,0.28933505477026067,False,False,False,False,IC_A
C020496,11.532,Normal,50.0,11.25142423757071,LOW,NORMAL,-0.28057576242929017,0.28057576242929017,False,False,False,False,IC_A
C030042,12.624,Normal,50.0,12.31424151436179,LOW,NORMAL,-0.30975848563821096,0.30975848563821096,False,False,False,False,IC_A
C100241,33.386,Latent_Defect,50.0,38.84019852224591,MEDIUM,ENHANCED_MONITORING,5.45419852224591,5.45419852224591,False,False,True,True,IC_A
C040213,8.804,Normal,50.0,8.56097934915596,LOW,NORMAL,-0.24302065084403957,0.24302065084403957,False,False,False,False,IC_A
C020387,10.317,Normal,50.0,9.736919582189593,LOW,NORMAL,-0.5800804178104073,0.5800804178104073,False,False,False,False,IC_A
C090161,12.238,Normal,50.0,12.38016345928576,LOW,NORMAL,0.14216345928575969,0.14216345928575969,False,False,False,False,IC_A
C070369,59.292,Absolute_Failure,50.0,62.33409680675576,CRITICAL,IMMEDIATE_REVIEW,3.042096806755758,3.042096806755758,True,True,True,True,IC_A
C090190,39.375,Latent_Defect,50.0,37.45138177711626,MEDIUM,ENHANCED_MONITORING,-1.9236182228837393,1.9236182228837393,False,False,True,True,IC_A
C070070,65.474,Absolute_Failure,50.0,70.29277335690696,CRITICAL,IMMEDIATE_REVIEW,4.818773356906959,4.818773356906959,True,True,True,True,IC_A
C060390,11.993,Normal,50.0,12.088762170682765,LOW,NORMAL,0.09576217068276449,0.09576217068276449,False,False,False,False,IC_A
C020067,11.503,Normal,50.0,11.538070276476944,LOW,NORMAL,0.03507027647694372,0.03507027647694372,False,False,False,False,IC_A
C060005,23.012,High_Stable,50.0,22.80792787813146,WATCH,MONITOR,-0.20407212186854196,0.20407212186854196,False,False,True,True,IC_A
C040121,9.295,Normal,50.0,8.845616772779275,LOW,NORMAL,-0.449383227220725,0.449383227220725,False,False,False,False,IC_A
C060364,9.945,Normal,50.0,10.476480923627818,LOW,NORMAL,0.531480923627818,0.531480923627818,False,False,False,False,IC_A
C050127,13.281,Normal,50.0,13.0318792167465,LOW,NORMAL,-0.24912078325350073,0.24912078325350073,False,False,False,False,IC_A
C090387,11.262,Normal,50.0,12.283786413493116,LOW,NORMAL,1.0217864134931158,1.0217864134931158,False,False,False,False,IC_A
C010188,10.125,Normal,50.0,10.416903503700688,LOW,NORMAL,0.29190350370068785,0.29190350370068785,False,False,False,False,IC_A
C050050,12.679,Normal,50.0,13.27093392019717,MEDIUM,ENHANCED_MONITORING,0.5919339201971692,0.5919339201971692,False,False,False,True,IC_A
C050016,28.864,High_Stable,50.0,51.71551274945886,CRITICAL,IMMEDIATE_REVIEW,22.85151274945886,22.85151274945886,False,True,True,True,IC_A
C070137,8.584,Normal,50.0,8.591280039966982,LOW,NORMAL,0.0072800399669823435,0.0072800399669823435,False,False,False,False,IC_A
C010029,9.907,Normal,50.0,10.50121604338056,LOW,NORMAL,0.5942160433805608,0.5942160433805608,False,False,False,False,IC_A
C030206,10.838,Normal,50.0,11.067770263806148,LOW,NORMAL,0.22977026380614873,0.22977026380614873,False,False,False,False,IC_A
C060238,43.005,Latent_Defect,50.0,37.21525116561297,MEDIUM,ENHANCED_MONITORING,-5.789748834387034,5.789748834387034,False,False,True,True,IC_A
C010439,12.266,Normal,50.0,11.779420478013355,LOW,NORMAL,-0.4865795219866449,0.4865795219866449,False,False,False,False,IC_A
C050267,12.512,Normal,50.0,13.535868835593782,MEDIUM,ENHANCED_MONITORING,1.023868835593781,1.023868835593781,False,False,False,True,IC_A
C020367,10.895,Normal,50.0,12.97220796600732,MEDIUM,ENHANCED_MONITORING,2.07720796600732,2.07720796600732,False,False,False,True,IC_A
C020234,22.641,High_Stable,50.0,22.464069340739652,WATCH,MONITOR,-0.17693065926034635,0.17693065926034635,False,False,True,True,IC_A
C040207,10.781,Normal,50.0,10.404582436283045,LOW,NORMAL,-0.3764175637169558,0.3764175637169558,False,False,False,False,IC_A
C040252,10.32,Normal,50.0,10.75663833337863,LOW,NORMAL,0.4366383333786299,0.4366383333786299,False,False,False,False,IC_A
C040090,8.502,Normal,50.0,8.547622786919584,LOW,NORMAL,0.04562278691958355,0.04562278691958355,False,False,False,False,IC_A
C060076,11.517,Normal,50.0,11.284194622941593,LOW,NORMAL,-0.23280537705840665,0.23280537705840665,False,False,False,False,IC_A
C100310,14.216,Normal,50.0,14.04985385579699,LOW,NORMAL,-0.16614614420300988,0.16614614420300988,False,False,False,False,IC_A
C050482,26.454,High_Stable,50.0,26.75375753841992,MEDIUM,ENHANCED_MONITORING,0.29975753841991803,0.29975753841991803,False,False,True,True,IC_A
C050243,10.698,Normal,50.0,13.17747981713116,MEDIUM,ENHANCED_MONITORING,2.4794798171311587,2.4794798171311587,False,False,False,True,IC_A
C080358,10.711,Normal,50.0,10.826857323206738,LOW,NORMAL,0.11585732320673792,0.11585732320673792,False,False,False,False,IC_A
C090366,11.124,Normal,50.0,11.0696024499533,LOW,NORMAL,-0.054397550046701326,0.054397550046701326,False,False,False,False,IC_A
C080424,21.621,High_Stable,50.0,21.48151807052669,WATCH,MONITOR,-0.13948192947330895,0.13948192947330895,False,False,True,True,IC_A
C040357,11.441,Normal,50.0,11.267649562564545,LOW,NORMAL,-0.17335043743545597,0.17335043743545597,False,False,False,False,IC_A
C010019,10.922,Normal,50.0,11.031253094685503,LOW,NORMAL,0.10925309468550282,0.10925309468550282,False,False,False,False,IC_A
C080113,31.676,Latent_Defect,50.0,35.03102306050895,MEDIUM,ENHANCED_MONITORING,3.3550230605089517,3.3550230605089517,False,False,True,True,IC_A
C050358,11.345,Normal,50.0,12.658107654859336,MEDIUM,ENHANCED_MONITORING,1.3131076548593352,1.3131076548593352,False,False,False,True,IC_A
C060215,11.087,Normal,50.0,11.37605216422972,LOW,NORMAL,0.28905216422971947,0.28905216422971947,False,False,False,False,IC_A
C090457,11.307,Normal,50.0,11.67089829730284,LOW,NORMAL,0.36389829730283907,0.36389829730283907,False,False,False,False,IC_A
C030084,12.459,Normal,50.0,12.210389466134682,LOW,NORMAL,-0.2486105338653175,0.2486105338653175,False,False,False,False,IC_A
C100004,13.444,Normal,50.0,12.729297512165198,LOW,NORMAL,-0.7147024878348027,0.7147024878348027,False,False,False,False,IC_A
C070271,12.784,Normal,50.0,12.87851438618116,LOW,NORMAL,0.09451438618116015,0.09451438618116015,False,False,False,False,IC_A
C080098,9.265,Normal,50.0,9.601603369711512,LOW,NORMAL,0.3366033697115114,0.3366033697115114,False,False,False,False,IC_A
C080261,24.388,High_Stable,50.0,24.14730164201077,WATCH,MONITOR,-0.24069835798923123,0.24069835798923123,False,False,True,True,IC_A
C070375,7.968,Normal,50.0,7.920483483044733,LOW,NORMAL,-0.04751651695526693,0.04751651695526693,False,False,False,False,IC_A
C070260,11.34,Normal,50.0,11.343909512326972,LOW,NORMAL,0.00390951232697212,0.00390951232697212,False,False,False,False,IC_A
C040120,10.652,Normal,50.0,10.424740238637954,LOW,NORMAL,-0.2272597613620455,0.2272597613620455,False,False,False,False,IC_A
C090082,11.245,Normal,50.0,10.929448518883468,LOW,NORMAL,-0.31555148111653075,0.31555148111653075,False,False,False,False,IC_A
C040283,11.268,Normal,50.0,10.989487516082114,LOW,NORMAL,-0.2785124839178863,0.2785124839178863,False,False,False,False,IC_A
C040447,9.955,Normal,50.0,10.120830627154632,LOW,NORMAL,0.16583062715463193,0.16583062715463193,False,False,False,False,IC_A
C090287,9.776,Normal,50.0,10.074342305457863,LOW,NORMAL,0.29834230545786333,0.29834230545786333,False,False,False,False,IC_A
C040132,11.045,Normal,50.0,10.742960693750735,LOW,NORMAL,-0.3020393062492648,0.3020393062492648,False,False,False,False,IC_A
C080451,10.698,Normal,50.0,10.56786147292182,LOW,NORMAL,-0.13013852707818074,0.13013852707818074,False,False,False,False,IC_A
C030214,11.506,Normal,50.0,11.442122855480577,LOW,NORMAL,-0.06387714451942372,0.06387714451942372,False,False,False,False,IC_A
C040066,9.905,Normal,50.0,10.42244357281781,LOW,NORMAL,0.5174435728178111,0.5174435728178111,False,False,False,False,IC_A
C030378,10.964,Normal,50.0,11.270778467128794,LOW,NORMAL,0.30677846712879386,0.30677846712879386,False,False,False,False,IC_A
C070355,41.939,Latent_Defect,50.0,40.65633255974164,MEDIUM,ENHANCED_MONITORING,-1.2826674402583578,1.2826674402583578,False,False,True,True,IC_A
C040363,10.386,Normal,50.0,9.99178707580006,LOW,NORMAL,-0.39421292419993925,0.39421292419993925,False,False,False,False,IC_A
C080012,11.028,Normal,50.0,10.375223789790567,LOW,NORMAL,-0.6527762102094332,0.6527762102094332,False,False,False,False,IC_A
C040050,64.419,Absolute_Failure,50.0,63.91255039656171,CRITICAL,IMMEDIATE_REVIEW,-0.5064496034382842,0.5064496034382842,True,True,True,True,IC_A
C040225,9.79,Normal,50.0,10.120014793690231,LOW,NORMAL,0.330014793690232,0.330014793690232,False,False,False,False,IC_A
C080199,9.746,Normal,50.0,9.683650664398227,LOW,NORMAL,-0.06234933560177325,0.06234933560177325,False,False,False,False,IC_A
C090433,11.349,Normal,50.0,11.10535498312201,LOW,NORMAL,-0.24364501687798956,0.24364501687798956,False,False,False,False,IC_A
C070077,10.921,Normal,50.0,11.95360364470896,MEDIUM,ENHANCED_MONITORING,1.03260364470896,1.03260364470896,False,False,False,True,IC_A
C070174,7.985,Normal,50.0,7.1228340905483405,LOW,NORMAL,-0.8621659094516598,0.8621659094516598,False,False,False,False,IC_A
C050429,12.483,Normal,50.0,12.858878985700182,LOW,NORMAL,0.3758789857001812,0.3758789857001812,False,False,False,False,IC_A
C010407,10.771,Normal,50.0,11.238295850487209,LOW,NORMAL,0.4672958504872078,0.4672958504872078,False,False,False,False,IC_A
C020045,9.735,Normal,50.0,9.96603962732572,LOW,NORMAL,0.23103962732572114,0.23103962732572114,False,False,False,False,IC_A
C090213,12.403,Normal,50.0,12.066705127520809,LOW,NORMAL,-0.33629487247919165,0.33629487247919165,False,False,False,False,IC_A
C040281,10.835,Normal,50.0,14.246543561226678,MEDIUM,ENHANCED_MONITORING,3.4115435612266776,3.4115435612266776,False,False,False,True,IC_A
C090376,23.034,High_Stable,50.0,22.659871229898613,WATCH,MONITOR,-0.374128770101386,0.374128770101386,False,False,True,True,IC_A
C090344,11.146,Normal,50.0,11.7003841278214,LOW,NORMAL,0.5543841278213986,0.5543841278213986,False,False,False,False,IC_A
C090402,10.18,Normal,50.0,10.369942249354388,LOW,NORMAL,0.18994224935438808,0.18994224935438808,False,False,False,False,IC_A
C010381,11.005,Normal,50.0,11.250676600631616,LOW,NORMAL,0.24567660063161512,0.24567660063161512,False,False,False,False,IC_A
C020416,10.232,Normal,50.0,9.892442026573496,LOW,NORMAL,-0.33955797342650307,0.33955797342650307,False,False,False,False,IC_A
C070395,9.672,Normal,50.0,10.043713470804567,LOW,NORMAL,0.3717134708045666,0.3717134708045666,False,False,False,False,IC_A
C070028,11.326,Normal,50.0,19.030211652583457,MEDIUM,ENHANCED_MONITORING,7.7042116525834565,7.7042116525834565,False,False,False,True,IC_A
C090194,62.88,Absolute_Failure,50.0,60.45810755907282,CRITICAL,IMMEDIATE_REVIEW,-2.4218924409271807,2.4218924409271807,True,True,True,True,IC_A
C060143,24.211,High_Stable,50.0,23.99397628417801,WATCH,MONITOR,-0.21702371582198765,0.21702371582198765,False,False,True,True,IC_A
C030486,12.112,Normal,50.0,11.897556779815142,LOW,NORMAL,-0.21444322018485806,0.21444322018485806,False,False,False,False,IC_A
C060185,24.206,High_Stable,50.0,24.1422754114913,WATCH,MONITOR,-0.06372458850869833,0.06372458850869833,False,False,True,True,IC_A
C060323,10.11,Normal,50.0,10.09077906825999,LOW,NORMAL,-0.019220931740010272,0.019220931740010272,False,False,False,False,IC_A
C010404,11.599,Normal,50.0,11.936221732033813,LOW,NORMAL,0.33722173203381267,0.33722173203381267,False,False,False,False,IC_A
C040448,10.519,Normal,50.0,10.514346862590298,LOW,NORMAL,-0.0046531374097025235,0.0046531374097025235,False,False,False,False,IC_A
C050375,11.009,Normal,50.0,11.15235632884763,LOW,NORMAL,0.14335632884762894,0.14335632884762894,False,False,False,False,IC_A
C060321,10.05,Normal,50.0,10.368676629417957,LOW,NORMAL,0.31867662941795594,0.31867662941795594,False,False,False,False,IC_A
C100122,12.401,Normal,50.0,13.20072173604687,MEDIUM,ENHANCED_MONITORING,0.7997217360468696,0.7997217360468696,False,False,False,True,IC_A
C060268,10.07,Normal,50.0,10.129136249645962,LOW,NORMAL,0.059136249645961314,0.059136249645961314,False,False,False,False,IC_A
C020034,9.674,Normal,50.0,10.099008278761794,LOW,NORMAL,0.42500827876179414,0.42500827876179414,False,False,False,False,IC_A
C040111,9.411,Normal,50.0,9.613110386759764,LOW,NORMAL,0.2021103867597649,0.2021103867597649,False,False,False,False,IC_A
C060228,9.688,Normal,50.0,10.21235972431556,LOW,NORMAL,0.5243597243155591,0.5243597243155591,False,False,False,False,IC_A
C100325,11.713,Normal,50.0,11.269453199525588,LOW,NORMAL,-0.44354680047441164,0.44354680047441164,False,False,False,False,IC_A
C100028,12.314,Normal,50.0,12.334660962045906,LOW,NORMAL,0.020660962045905507,0.020660962045905507,False,False,False,False,IC_A
C050424,12.503,Normal,50.0,12.375427263717665,LOW,NORMAL,-0.12757273628233534,0.12757273628233534,False,False,False,False,IC_A
C060101,11.201,Normal,50.0,11.446207454365972,LOW,NORMAL,0.24520745436597124,0.24520745436597124,False,False,False,False,IC_A
C090466,60.682,Absolute_Failure,50.0,59.26996842143964,CRITICAL,IMMEDIATE_REVIEW,-1.4120315785603594,1.4120315785603594,True,True,True,True,IC_A
C060211,10.691,Normal,50.0,10.99098328504322,LOW,NORMAL,0.2999832850432185,0.2999832850432185,False,False,False,False,IC_A
C020050,9.45,Normal,50.0,9.277907726157482,LOW,NORMAL,-0.17209227384251768,0.17209227384251768,False,False,False,False,IC_A
C080049,11.257,Normal,50.0,21.025987146977567,MEDIUM,ENHANCED_MONITORING,9.768987146977567,9.768987146977567,False,False,False,True,IC_A
C080155,9.205,Normal,50.0,9.450752814990915,LOW,NORMAL,0.24575281499091517,0.24575281499091517,False,False,False,False,IC_A
C070171,8.302,Normal,50.0,7.8957794464285636,LOW,NORMAL,-0.40622055357143605,0.40622055357143605,False,False,False,False,IC_A
C070313,10.415,Normal,50.0,12.07291156230924,MEDIUM,ENHANCED_MONITORING,1.6579115623092413,1.6579115623092413,False,False,False,True,IC_A
C100370,12.237,Normal,50.0,12.321821137498032,LOW,NORMAL,0.08482113749803233,0.08482113749803233,False,False,False,False,IC_A
C070302,10.492,Normal,50.0,11.735295909380625,MEDIUM,ENHANCED_MONITORING,1.243295909380624,1.243295909380624,False,False,False,True,IC_A
C100349,28.268,High_Stable,50.0,27.81475347276332,WATCH,MONITOR,-0.45324652723667924,0.45324652723667924,False,False,True,True,IC_A
C090045,12.79,Normal,50.0,13.0361914578724,LOW,NORMAL,0.24619145787240093,0.24619145787240093,False,False,False,False,IC_A
C090453,11.544,Normal,50.0,11.405469497659965,LOW,NORMAL,-0.1385305023400356,0.1385305023400356,False,False,False,False,IC_A
C080016,9.857,Normal,50.0,11.6610327339819,MEDIUM,ENHANCED_MONITORING,1.8040327339819004,1.8040327339819004,False,False,False,True,IC_A
C080307,11.348,Normal,50.0,11.95660189718032,LOW,NORMAL,0.6086018971803195,0.6086018971803195,False,False,False,False,IC_A
C040208,30.769,Sudden_Anomaly,50.0,21.273606390999436,MEDIUM,ENHANCED_MONITORING,-9.495393609000562,9.495393609000562,False,False,True,True,IC_A
C040230,21.439,High_Stable,50.0,22.033866434092765,WATCH,MONITOR,0.594866434092765,0.594866434092765,False,False,True,True,IC_A
C070315,34.36,Latent_Defect,50.0,35.66276576427046,MEDIUM,ENHANCED_MONITORING,1.302765764270461,1.302765764270461,False,False,True,True,IC_A
C030071,12.557,Normal,50.0,13.663502369056191,MEDIUM,ENHANCED_MONITORING,1.1065023690561908,1.1065023690561908,False,False,False,True,IC_A
C090012,9.24,Normal,50.0,9.341382724575642,LOW,NORMAL,0.10138272457564135,0.10138272457564135,False,False,False,False,IC_A
C090443,30.472,Sudden_Anomaly,50.0,25.86373404125944,MEDIUM,ENHANCED_MONITORING,-4.60826595874056,4.60826595874056,False,False,True,True,IC_A
C020343,10.205,Normal,50.0,10.376011219606262,LOW,NORMAL,0.1710112196062621,0.1710112196062621,False,False,False,False,IC_A
C030238,11.388,Normal,50.0,11.336817275607547,LOW,NORMAL,-0.05118272439245253,0.05118272439245253,False,False,False,False,IC_A
C050349,12.639,Normal,50.0,13.33163559209559,MEDIUM,ENHANCED_MONITORING,0.6926355920955913,0.6926355920955913,False,False,False,True,IC_A
C020196,10.4,Normal,50.0,12.196946466686548,MEDIUM,ENHANCED_MONITORING,1.7969464666865473,1.7969464666865473,False,False,False,True,IC_A
C030151,63.482,Absolute_Failure,50.0,61.17867146521533,CRITICAL,IMMEDIATE_REVIEW,-2.3033285347846686,2.3033285347846686,True,True,True,True,IC_A
C100268,14.783,Normal,50.0,38.47727155294012,MEDIUM,ENHANCED_MONITORING,23.694271552940116,23.694271552940116,False,False,False,True,IC_A
C100362,12.315,Normal,50.0,12.492342847395896,LOW,NORMAL,0.1773428473958969,0.1773428473958969,False,False,False,False,IC_A
C100224,13.573,Normal,50.0,13.4076210985816,LOW,NORMAL,-0.16537890141839995,0.16537890141839995,False,False,False,False,IC_A
C010219,40.968,Latent_Defect,50.0,37.68950317987169,MEDIUM,ENHANCED_MONITORING,-3.2784968201283107,3.2784968201283107,False,False,True,True,IC_A
C060028,10.316,Normal,50.0,10.404460327193313,LOW,NORMAL,0.08846032719331198,0.08846032719331198,False,False,False,False,IC_A
C060141,12.642,Normal,50.0,12.257806545084383,LOW,NORMAL,-0.3841934549156161,0.3841934549156161,False,False,False,False,IC_A
C010343,10.013,Normal,50.0,10.470449758487884,LOW,NORMAL,0.4574497584878845,0.4574497584878845,False,False,False,False,IC_A
C090121,8.437,Normal,50.0,8.627623734292758,LOW,NORMAL,0.19062373429275858,0.19062373429275858,False,False,False,False,IC_A
C090051,10.156,Normal,50.0,10.470945142256603,LOW,NORMAL,0.31494514225660275,0.31494514225660275,False,False,False,False,IC_A
C100368,11.468,Normal,50.0,11.604547616928228,LOW,NORMAL,0.1365476169282278,0.1365476169282278,False,False,False,False,IC_A
C070324,6.358,Normal,50.0,6.747455724476903,LOW,NORMAL,0.38945572447690324,0.38945572447690324,False,False,False,False,IC_A
C050006,11.963,Normal,50.0,12.21642484550998,LOW,NORMAL,0.253424845509981,0.253424845509981,False,False,False,False,IC_A
C040488,10.592,Normal,50.0,13.41919209340414,MEDIUM,ENHANCED_MONITORING,2.8271920934041397,2.8271920934041397,False,False,False,True,IC_A
C010127,12.014,Normal,50.0,12.821127818722124,MEDIUM,ENHANCED_MONITORING,0.8071278187221242,0.8071278187221242,False,False,False,True,IC_A
C020406,8.439,Normal,50.0,8.19115050988595,LOW,NORMAL,-0.24784949011404933,0.24784949011404933,False,False,False,False,IC_A
C050031,12.228,Normal,50.0,12.216667899600814,LOW,NORMAL,-0.011332100399185308,0.011332100399185308,False,False,False,False,IC_A
C050300,11.421,Normal,50.0,11.880989540317705,LOW,NORMAL,0.45998954031770545,0.45998954031770545,False,False,False,False,IC_A
C040408,10.748,Normal,50.0,10.800327195265858,LOW,NORMAL,0.052327195265858606,0.052327195265858606,False,False,False,False,IC_A
C040338,10.057,Normal,50.0,10.56128641595786,LOW,NORMAL,0.5042864159578588,0.5042864159578588,False,False,False,False,IC_A
C030330,12.871,Normal,50.0,13.597608332592191,LOW,NORMAL,0.7266083325921908,0.7266083325921908,False,False,False,False,IC_A
C080077,60.841,Absolute_Failure,50.0,60.96437246860079,CRITICAL,IMMEDIATE_REVIEW,0.12337246860079176,0.12337246860079176,True,True,True,True,IC_A
C050261,33.864,Sudden_Anomaly,50.0,17.218397515540264,MEDIUM,ENHANCED_MONITORING,-16.645602484459733,16.645602484459733,False,False,True,True,IC_A
C050399,13.807,Normal,50.0,14.31625189488637,MEDIUM,ENHANCED_MONITORING,0.5092518948863702,0.5092518948863702,False,False,False,True,IC_A
C070087,9.137,Normal,50.0,9.266054802739053,LOW,NORMAL,0.12905480273905212,0.12905480273905212,False,False,False,False,IC_A
C040295,9.551,Normal,50.0,10.54715435714275,LOW,NORMAL,0.9961543571427498,0.9961543571427498,False,False,False,False,IC_A
C040259,20.409,High_Stable,50.0,20.49607942771464,WATCH,MONITOR,0.08707942771464161,0.08707942771464161,False,False,True,True,IC_A
C100161,11.461,Normal,50.0,11.930091676118082,LOW,NORMAL,0.4690916761180812,0.4690916761180812,False,False,False,False,IC_A
C070455,10.314,Normal,50.0,10.400722997156738,LOW,NORMAL,0.08672299715673759,0.08672299715673759,False,False,False,False,IC_A
C020021,10.468,Normal,50.0,10.443247251178011,LOW,NORMAL,-0.024752748821988746,0.024752748821988746,False,False,False,False,IC_A
C040067,10.422,Normal,50.0,10.408872961209555,LOW,NORMAL,-0.013127038790445411,0.013127038790445411,False,False,False,False,IC_A
C090448,11.43,Normal,50.0,10.966222193420874,LOW,NORMAL,-0.4637778065791256,0.4637778065791256,False,False,False,False,IC_A
C100264,9.997,Normal,50.0,10.526334725762752,LOW,NORMAL,0.5293347257627516,0.5293347257627516,False,False,False,False,IC_A
C040417,11.439,Normal,50.0,11.27194957107946,LOW,NORMAL,-0.16705042892053967,0.16705042892053967,False,False,False,False,IC_A
C040154,11.723,Normal,50.0,11.18965506256044,LOW,NORMAL,-0.5333449374395602,0.5333449374395602,False,False,False,False,IC_A
C030371,21.772,High_Stable,50.0,21.74254945136115,WATCH,MONITOR,-0.029450548638848772,0.029450548638848772,False,False,True,True,IC_A
C060307,12.366,Normal,50.0,15.577032681501402,MEDIUM,ENHANCED_MONITORING,3.2110326815014023,3.2110326815014023,False,False,False,True,IC_A
C080444,33.652,Sudden_Anomaly,50.0,15.842108238444316,MEDIUM,ENHANCED_MONITORING,-17.809891761555683,17.809891761555683,False,False,True,True,IC_A
C060188,12.096,Normal,50.0,13.653782428646986,MEDIUM,ENHANCED_MONITORING,1.557782428646986,1.557782428646986,False,False,False,True,IC_A
C040443,9.193,Normal,50.0,9.259155231575532,LOW,NORMAL,0.06615523157553227,0.06615523157553227,False,False,False,False,IC_A
C070461,39.295,Latent_Defect,50.0,35.778773455247354,MEDIUM,ENHANCED_MONITORING,-3.516226544752648,3.516226544752648,False,False,True,True,IC_A
C020150,10.263,Normal,50.0,10.12855856513524,LOW,NORMAL,-0.13444143486476,0.13444143486476,False,False,False,False,IC_A
C030003,10.86,Normal,50.0,10.730877694583018,LOW,NORMAL,-0.12912230541698122,0.12912230541698122,False,False,False,False,IC_A
C090040,11.288,Normal,50.0,12.999725348631094,MEDIUM,ENHANCED_MONITORING,1.7117253486310933,1.7117253486310933,False,False,False,True,IC_A
C070221,7.871,Normal,50.0,7.928753027014653,LOW,NORMAL,0.05775302701465268,0.05775302701465268,False,False,False,False,IC_A
C060353,11.355,Normal,50.0,11.2542517504872,LOW,NORMAL,-0.10074824951280092,0.10074824951280092,False,False,False,False,IC_A
C090073,41.905,Sudden_Anomaly,50.0,36.69644425837775,MEDIUM,ENHANCED_MONITORING,-5.2085557416222485,5.2085557416222485,False,False,True,True,IC_A
C070405,55.138,Absolute_Failure,50.0,61.01768051424964,CRITICAL,IMMEDIATE_REVIEW,5.879680514249642,5.879680514249642,True,True,True,True,IC_A
C090295,10.783,Normal,50.0,10.591917972756246,LOW,NORMAL,-0.19108202724375367,0.19108202724375367,False,False,False,False,IC_A
C070153,8.828,Normal,50.0,8.96699235805704,LOW,NORMAL,0.13899235805704002,0.13899235805704002,False,False,False,False,IC_A
C080359,11.926,Normal,50.0,11.98498867155917,LOW,NORMAL,0.058988671559170314,0.058988671559170314,False,False,False,False,IC_A
C060004,10.257,Normal,50.0,10.759042259818218,LOW,NORMAL,0.5020422598182179,0.5020422598182179,False,False,False,False,IC_A
C090277,12.606,Normal,50.0,12.274173743950383,LOW,NORMAL,-0.3318262560496166,0.3318262560496166,False,False,False,False,IC_A
