component_id,component_type,lot_id,risk_score,qa_classification,priority_rank,screening_recommendation,strongest_risk_factor,explanation_summary
C5004,TypeC,L3,40.91083153835496,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C5004 was analyzed for predicted. The latest observed value is 32.3120 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.3120 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5763,TypeC,L3,40.9101278802534,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C5763 was analyzed for predicted. The latest observed value is 31.4998 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.4998 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1393,TypeC,L1,40.90989248001637,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1393 was analyzed for predicted. The latest observed value is 24.4253 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.4253 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8679,TypeA,L5,40.90890736924335,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C8679 was analyzed for predicted. The latest observed value is 34.1671 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.1671 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5355,TypeA,L3,40.90797894263214,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C5355 was analyzed for predicted. The latest observed value is 24.3977 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.3977 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9992,TypeC,L5,40.90548902217927,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C9992 was analyzed for predicted. The latest observed value is 32.2547 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.2547 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1763,TypeC,L1,40.90547355443634,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1763 was analyzed for predicted. The latest observed value is 33.7829 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.7829 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C790,TypeA,L1,40.90512381665932,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C790 was analyzed for predicted. The latest observed value is 31.6729 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.6729 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7048,TypeA,L4,40.9028949597875,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C7048 was analyzed for predicted. The latest observed value is 24.6100 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.6100 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6491,TypeA,L4,40.90066790821273,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C6491 was analyzed for predicted. The latest observed value is 34.6332 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.6332 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1278,TypeA,L1,40.89657026945012,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1278 was analyzed for predicted. The latest observed value is 33.0421 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.0421 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3653,TypeA,L2,40.89589789362765,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C3653 was analyzed for predicted. The latest observed value is 34.5070 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.5070 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C85,TypeA,L1,40.895840471311296,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C85 was analyzed for predicted. The latest observed value is 34.2973 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.2973 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1562,TypeC,L1,40.88936034991359,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1562 was analyzed for predicted. The latest observed value is 31.9472 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.9472 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1760,TypeC,L1,40.88698420288887,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1760 was analyzed for predicted. The latest observed value is 24.4772 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.4772 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C495,TypeC,L1,40.88307810073522,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C495 was analyzed for predicted. The latest observed value is 24.6384 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.6384 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6971,TypeB,L4,40.882419523405325,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C6971 was analyzed for predicted. The latest observed value is 24.5185 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.5185 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4833,TypeC,L3,40.88101911396351,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C4833 was analyzed for predicted. The latest observed value is 32.5657 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.5657 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C599,TypeA,L1,40.87883691106291,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C599 was analyzed for predicted. The latest observed value is 24.3648 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.3648 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8147,TypeA,L5,40.87639332285868,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C8147 was analyzed for predicted. The latest observed value is 24.7101 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.7101 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5650,TypeB,L3,40.87364458807555,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C5650 was analyzed for predicted. The latest observed value is 25.1490 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 25.1490 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C436,TypeC,L1,40.87293050169071,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C436 was analyzed for predicted. The latest observed value is 24.3657 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.3657 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1833,TypeA,L1,40.87155544386381,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1833 was analyzed for predicted. The latest observed value is 30.0465 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.0465 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8873,TypeB,L5,40.87052886263367,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C8873 was analyzed for predicted. The latest observed value is 30.3135 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.3135 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3736,TypeB,L2,40.86603315954972,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C3736 was analyzed for predicted. The latest observed value is 28.8718 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 28.8718 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1972,TypeB,L1,40.86401108906173,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1972 was analyzed for predicted. The latest observed value is 30.4988 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.4988 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1766,TypeA,L1,40.863555311297226,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1766 was analyzed for predicted. The latest observed value is 34.7552 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.7552 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9534,TypeB,L5,40.86308934398824,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C9534 was analyzed for predicted. The latest observed value is 31.6858 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.6858 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3051,TypeC,L2,40.8572554159257,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C3051 was analyzed for predicted. The latest observed value is 24.3651 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.3651 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6192,TypeB,L4,40.85641364869782,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C6192 was analyzed for predicted. The latest observed value is 35.0771 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.0771 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5180,TypeA,L3,40.855705314864274,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C5180 was analyzed for predicted. The latest observed value is 33.3833 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.3833 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2560,TypeC,L2,40.85497428911794,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C2560 was analyzed for predicted. The latest observed value is 24.7422 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.7422 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7720,TypeC,L4,40.853848598986175,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C7720 was analyzed for predicted. The latest observed value is 31.1842 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.1842 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8297,TypeB,L5,40.85181189300071,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C8297 was analyzed for predicted. The latest observed value is 24.6648 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.6648 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7157,TypeA,L4,40.84730825559903,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C7157 was analyzed for predicted. The latest observed value is 32.4687 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.4687 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6981,TypeA,L4,40.84703838402453,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C6981 was analyzed for predicted. The latest observed value is 24.5414 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.5414 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C634,TypeB,L1,40.84702076920248,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C634 was analyzed for predicted. The latest observed value is 33.0886 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.0886 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C443,TypeC,L1,40.8456108316099,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C443 was analyzed for predicted. The latest observed value is 32.1961 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.1961 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4467,TypeA,L3,40.84237528333004,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C4467 was analyzed for predicted. The latest observed value is 34.5289 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.5289 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C429,TypeB,L1,40.83179041772917,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C429 was analyzed for predicted. The latest observed value is 33.3427 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.3427 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C355,TypeC,L1,40.82741394277436,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C355 was analyzed for predicted. The latest observed value is 29.4193 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 29.4193 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3363,TypeC,L2,40.82025619167782,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C3363 was analyzed for predicted. The latest observed value is 33.8567 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.8567 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3811,TypeA,L2,40.81858884389923,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C3811 was analyzed for predicted. The latest observed value is 29.4942 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 29.4942 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7817,TypeB,L4,40.81656040969359,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C7817 was analyzed for predicted. The latest observed value is 33.5440 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.5440 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6998,TypeC,L4,40.816157876929225,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C6998 was analyzed for predicted. The latest observed value is 24.4380 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.4380 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2392,TypeA,L2,40.80458084042163,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C2392 was analyzed for predicted. The latest observed value is 24.5265 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.5265 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C332,TypeC,L1,40.80376366563446,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C332 was analyzed for predicted. The latest observed value is 30.4000 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.4000 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8956,TypeB,L5,40.8035293124288,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C8956 was analyzed for predicted. The latest observed value is 33.1656 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.1656 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4640,TypeB,L3,40.79978201468234,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C4640 was analyzed for predicted. The latest observed value is 34.2003 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.2003 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9901,TypeC,L5,40.79691582125972,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C9901 was analyzed for predicted. The latest observed value is 24.6022 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.6022 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6851,TypeB,L4,40.79581511532753,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C6851 was analyzed for predicted. The latest observed value is 32.2525 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.2525 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7375,TypeC,L4,40.79376453743438,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C7375 was analyzed for predicted. The latest observed value is 33.9497 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.9497 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8707,TypeC,L5,40.791053133752506,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C8707 was analyzed for predicted. The latest observed value is 32.8239 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.8239 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2463,TypeA,L2,40.79047527317006,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C2463 was analyzed for predicted. The latest observed value is 30.6422 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.6422 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9439,TypeA,L5,40.78848797568527,Monitor,3,Follow the configured QA policy for this classification.,anomaly_factor,Component C9439 was analyzed for predicted. The latest observed value is 22.3794 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 22.3794 is available for 168h. The strongest risk factor reported by the Risk Engine is anomaly factor.
C2496,TypeA,L2,40.787917011952,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C2496 was analyzed for predicted. The latest observed value is 24.4571 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.4571 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1398,TypeA,L1,40.78696243136358,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1398 was analyzed for predicted. The latest observed value is 24.6651 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.6651 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7233,TypeA,L4,40.78618577278981,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C7233 was analyzed for predicted. The latest observed value is 32.1373 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.1373 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C733,TypeC,L1,40.785215360813005,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C733 was analyzed for predicted. The latest observed value is 33.7607 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.7607 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3443,TypeC,L2,40.78298489966996,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C3443 was analyzed for predicted. The latest observed value is 33.6636 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.6636 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2510,TypeC,L2,40.78150636744531,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C2510 was analyzed for predicted. The latest observed value is 33.7267 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.7267 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1072,TypeA,L1,40.77898918231255,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1072 was analyzed for predicted. The latest observed value is 32.7454 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.7454 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8818,TypeA,L5,40.77310798152165,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C8818 was analyzed for predicted. The latest observed value is 32.5010 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.5010 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C688,TypeC,L1,40.77303367170813,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C688 was analyzed for predicted. The latest observed value is 31.7577 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.7577 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1791,TypeA,L1,40.77248972431746,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1791 was analyzed for predicted. The latest observed value is 31.4072 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.4072 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8883,TypeA,L5,40.77089043352365,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C8883 was analyzed for predicted. The latest observed value is 30.3214 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.3214 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8604,TypeC,L5,40.769540656812175,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C8604 was analyzed for predicted. The latest observed value is 31.6709 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.6709 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2353,TypeC,L2,40.766193769760086,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C2353 was analyzed for predicted. The latest observed value is 32.2101 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.2101 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5268,TypeA,L3,40.76433585732219,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C5268 was analyzed for predicted. The latest observed value is 31.0902 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.0902 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4786,TypeA,L3,40.76408146425582,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C4786 was analyzed for predicted. The latest observed value is 32.9652 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.9652 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1630,TypeC,L1,40.75857322507075,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1630 was analyzed for predicted. The latest observed value is 24.8417 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.8417 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4710,TypeA,L3,40.75495486481924,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C4710 was analyzed for predicted. The latest observed value is 31.1422 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.1422 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5441,TypeB,L3,40.75331046521,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C5441 was analyzed for predicted. The latest observed value is 28.3089 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 28.3089 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2258,TypeC,L2,40.753032520942725,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C2258 was analyzed for predicted. The latest observed value is 34.3991 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.3991 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1177,TypeB,L1,40.75208956800879,Monitor,3,Follow the configured QA policy for this classification.,future_factor,Component C1177 was analyzed for predicted. The latest observed value is 33.0977 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.0977 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
